,type,fact_check_url,news_url,title,newstitle,content,abstract,publish_date,meta_keywords
283,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-clinical-trial-hydroxychloroquine-potential-therapy-covid-19-begins,"NIH clinical trial of hydroxychloroquine, a potential therapy for COVID-19, begins","""NIH clinical trial of hydroxychloroquine, a potential therapy for COVID-19, begins""",a clinical trial to evaluate the safety and effectiveness of hydroxychloroquine for the treatment of adults hospitalized with coronavirus disease 2019 covid-19 has begun with the first participants now enrolled in tennessee. the outcomes related to covid-19 treated with hydroxychloroquine among in patients with symptomatic disease study or orchid study is being conducted by the prevention and early treatment of acute lung injury petal clinical trials network of the national heart lung. ,study is enrolling hospitalized adults with covid-19 .. ,2020-04-09T08:48:13-04:00,"""NIH, NHLBI, clinical trial, hydroxychloroquine, therapy, COVID-19, hospitalized, adults"""
284,article,nih.gov,https://www.nih.gov/news-events/news-releases/autoimmunity-may-be-rising-united-states,Autoimmunity may be rising in the United States,"""Autoimmunity may be rising in the United States""",autoimmunity may be rising in the united states autoimmunity a condition in which the bodys immune system reacts with components of its own cells appears to be increasing in the united states according to scientists at the national institutes of health and their collaborators. in a study published april 8 in arthritis and rheumatology the researchers found that the prevalence of antinuclear antibodies ana the most common biomarker of autoimmunity was significantly increasing in the un. ,researchers found the most common biomarker of autoimmunity was significantly increasing overall and particularly in certain groups .. ,2020-04-08T09:31:06-04:00,"""NIH, NIEHS, autoimmunity, rising, United States, antinuclear antibodies"""
285,article,nih.gov,https://www.nih.gov/news-events/news-releases/nida-director-outlines-potential-risks-people-who-smoke-use-drugs-during-covid-19-pandemic,NIDA Director outlines potential risks to people who smoke and use drugs during COVID-19 pandemic,"""NIDA Director outlines potential risks to people who smoke and use drugs during COVID-19 pandemic""",nida director outlines potential risks to people who smoke and use drugs during covid-19 pandemic the piece raises several important concerns regarding covid-19 for specific vulnerable populations. the precarious intersection of the covid-19 national health emergency and the concurrent epidemic of drug overdose deaths is outlined in the annals of internal medicine this week by dr. nora d. volkow director of the national institute on drug abuse nida part of the national institutes of health. ,the piece raises several important concerns regarding covid-19 for specific vulnerable populations .. ,2020-04-02T17:07:46-04:00,"""NIH, NIDA, Director, Dr. Nora Volkow, potential, risks, people, smoke, drugs, COVID19, pandemic"""
286,article,nih.gov,https://www.nih.gov/news-events/news-releases/national-library-medicine-expands-access-coronavirus-literature-through-pubmed-central,The National Library of Medicine expands access to coronavirus literature through PubMed Central,"""The National Library of Medicine expands access to coronavirus literature through PubMed Central""",the national library of medicine expands access to coronavirus literature through pubmed central the national library of medicine nlm part of the national institutes of health is working on multiple fronts to aid in the covid-19 response through new initiatives with the global publishing community and artificial intelligence researchers. nlm is expanding access to scientific papers on coronavirus for researchers care providers and the public and for text mining research. this work makes. ,pubmed central is a digital archive of peer reviewed biomedical and life sciences literature with access to nearly 6 million full text journal articles .. ,2020-03-25T10:17:58-04:00,"""NIH, NLM, National Library of Medicine, expands, access, coronavirus, literature, PubMed Central"""
287,article,nih.gov,https://www.nih.gov/news-events/news-releases/covid-19-workers-get-training-protect-their-own-health,COVID-19 workers get training to protect their own health,"""COVID-19 workers get training to protect their own health""",covid-19 workers get training to protect their own health the national institutes of health will launch a website with important educational resources for coronavirus workers dealing with the spread of covid-19. the initiative got underway after congress passed a supplemental appropriation of 10 million on march 6 for worker based training to prevent and reduce exposure of hospital employees emergency first responders and other workers who are at risk of exposure to coronavirus through their. ,special nih program has trained workers through multiple national health emergencies .. ,2020-03-23T15:26:32-04:00,"""NIH, NIEHS, COVID-19, workers, training, protect, health, worker training program"""
288,article,nih.gov,https://www.nih.gov/news-events/news-releases/new-coronavirus-stable-hours-surfaces,New coronavirus stable for hours on surfaces,"""New coronavirus stable for hours on surfaces""",new coronavirus stable for hours on surfaces the virus that causes coronavirus disease 2019 covid-19 is stable for several hours to days in aerosols and on surfaces according to a new study from national institutes of health cdc ucla and princeton university scientists in the new england journal of medicine. the scientists found that severe acute respiratory syndrome coronavirus 2 sars cov-2 was detectable in aerosols for up to three hours up to four hours on copper up to 24 hours on c. ,sars cov-2 stability similar to original sars virus .. ,2020-03-17T13:37:47-04:00,"""NIH, NIAID, researcher, coronavirus, SARS-CoV-2, stable, hours, surfaces"""
289,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-clinical-trial-investigational-vaccine-covid-19-begins,NIH clinical trial of investigational vaccine for COVID-19 begins,"""NIH clinical trial of investigational vaccine for COVID-19 begins""",a phase 1 clinical trial evaluating an investigational vaccine designed to protect against coronavirus disease 2019 covid-19 has begun at kaiser permanente washington health research institute kpwhri in seattle. the national institute of allergy and infectious diseases niaid part of the national institutes of health is funding the trial. kpwhri is part of niaids infectious diseases clinical research consortium. the open label trial will enroll 45 healthy adult volunteers ages 18 to 55 y. ,study enrolling seattle based healthy adult volunteers .. ,2020-03-16T12:14:21-04:00,"""NIH, NIAID, clinical trial, investigational, vaccine, COVID-19, begins, Seattle, adults, research"""
290,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-reports-first-known-employee-covid-19-infection,NIH Reports First Known Employee with COVID-19 Infection,"""NIH Reports First Known Employee with COVID-19 Infection""",nih reports first known employee with covid-19 infection nih informed its staff early this morning that it has its first known case of an nih staff member who has tested positive for covid-19 the disease caused by the sars cov-2 coronavirus. nih has reported the case to state and local public health officials. while this is an unfortunate development it is not surprising and nih expects that there will be more cases of infection among nih staff. the individual works for the national institu. ,individual is self quarantined and staff who work in close proximity have been notified asked to self quarantine and will be screened for covid-19 .. ,2020-03-15T11:24:20-04:00,"""NIH, coronavirus, employee, COVID-19"""
291,article,nih.gov,https://www.nih.gov/news-events/news-releases/covid-19-reminder-challenge-emerging-infectious-diseases,COVID-19 a Reminder of the Challenge of Emerging Infectious Diseases,"""COVID-19 a Reminder of the Challenge of Emerging Infectious Diseases""",covid-19 a reminder of the challenge of emerging infectious diseases the emergence and rapid increase in cases of coronavirus disease 2019 covid-19 a respiratory illness caused by a novel coronavirus pose complex challenges to the global public health research and medical communities write federal scientists from nihs national institute of allergy and infectious diseases niaid and from the centers for disease control and prevention cdc. their commentary appears in the new england jou. ,the respiratory illness caused by a novel coronavirus poses complex challenges to the global public health research and medical communities .. ,2020-02-28T09:21:49-05:00,"""NIH, NIAID, CDC, COVID-19, novel coronavirus, emerging infectious disease, Wuhan, China"""
292,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-clinical-trial-remdesivir-treat-covid-19-begins,NIH clinical trial of remdesivir to treat COVID-19 begins,"""NIH clinical trial of remdesivir to treat COVID-19 begins""",a randomized controlled clinical trial to evaluate the safety and efficacy of the investigational antiviral remdesivir in hospitalized adults diagnosed with coronavirus disease 2019 covid-19 has begun at the university of nebraska medical center unmc in omaha. the trial regulatory sponsor is the national institute of allergy and infectious diseases niaid part of the national institutes of health. this is the first clinical trial in the united states to evaluate an experimental treatment. ,study enrolling hospitalized adults with covid-19 in nebraska .. ,2020-02-25T10:42:36-05:00,"""NIH, NIAID, clinical trial, COVID-19, coronavirus, Wuhan, Nebraska, remdesivir, study, antiviral"""
293,article,nih.gov,https://www.nih.gov/news-events/news-releases/remdesivir-prevents-mers-coronavirus-disease-monkeys,Remdesivir prevents MERS coronavirus disease in monkeys,"""Remdesivir prevents MERS coronavirus disease in monkeys""",the experimental antiviral remdesivir successfully prevented disease in rhesus macaques infected with middle east respiratory syndrome coronavirus mers cov according to a new study from national institutes of health scientists. remdesivir prevented disease when administered before infection and improved the condition of macaques when given after the animals already were infected. the new report from nihs national institute of allergy and infectious diseases niaid appears in the proceeding. ,results support testing antiviral against 2019 novel coronavirus .. ,2020-02-13T15:10:02-05:00,"""NIH, NIAID, study, remdesivir, prevents, MERS, coronavirus, disease, monkeys"""
294,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-officials-discuss-novel-coronavirus-recently-emerged-china,NIH officials discuss novel coronavirus that recently emerged in China,"""NIH officials discuss novel coronavirus that recently emerged in China""",nih officials discuss novel coronavirus that recently emerged in china the new cluster of viral pneumonia cases originating in wuhan china marks the third time in 20 years that a member of the large family of coronaviruses covs has jumped from animals to humans and sparked an outbreak. in a new jama viewpoint essay anthony s. fauci m.d. director of the nihs national institute of allergy and infectious diseases niaid looks back at two earlier novel cov outbreaks that initially caused. ,research underway to address latest viral threat .. ,2020-01-23T15:33:54-05:00,"""NIH, NIAID, officials, discuss, coronavirus, emerged, China, Wuhan, research, vaccine"""
295,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/tiny-airborne-particles-may-carry-the-new-coronavirus,Tiny airborne particles may carry the new coronavirus,"""Tiny airborne particles may carry the new coronavirus""",a study in wuhan china detected genetic material of the new coronavirus in airborne suspensions or aerosols in hospitals and public spaces. the finding reinforces the importance of thorough sterilization of infection hotspots good ventilation and avoidance of crowding. a preliminary study of data from two hospitals in wuhan china suggests that tiny airborne particles may carry and spread sars cov-2. all data and statistics are based on publicly available data at the time of publication. ,a preliminary study from china indicates that the new coronavirus sars cov-2 may also spread through tiny airborne particles called aerosols .. ,,""""""
296,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19-what-happens-inside-the-body,What are the effects of COVID-19 on the lungs?,"""What are the effects of COVID-19 on the lungs?""",phase 1 cell invasion and viral replication in the nose both sars cov-2 and sars cov gain entry via a receptor called ace2. more commonly known for their role in controlling blood pressure and electrolytes these receptors are also present in the lungs back of the throat gut heart muscle and kidneys. in 2004 researchers from the university medical center groningen in the netherlands reported that ace2 receptor cells were not present on the surface layer of cells in the nose and were there. ,we look at what we know so far about the physiological effects of covid-19. we split these effects into four phases mild moderate severe and critical. ,,""""""
297,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19-are-the-testes-really-a-coronavirus-reservoir,COVID-19: Are the testes really a coronavirus reservoir?,"""COVID-19: Are the testes really a coronavirus reservoir?""",a recent study suggesting that the novel coronavirus accumulates in the testes has gained significant media attention. in this article we see how experts have responded to the theory. a recent paper theorizes that sars cov-2 might accumulate in the testes. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. ,does the novel coronavirus build up in the testes. here we take a critical look at the new theory that the testes act as a reservoir for sars cov-2. ,,""""""
298,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19-reasons-for-hope-vaccine-trials-take-center-stage,COVID-19: Vaccine trials and antibody testing provide fresh,"""COVID-19: Vaccine trials and antibody testing provide fresh hope""",at medical news today we have been looking at how scientific advances are providing much needed hope during the covid-19 pandemic. this special feature discusses the recent progress of vaccine clinical trials and other ways in which researchers hope to fight the new coronavirus. this special feature looks at some recent developments in the global scientific communitys fight against the coronavirus. all data and statistics are based on publicly available data at the time of publication. some in. ,in this special feature we look at the recent progress that scientists have made against sars cov-2 including vaccine trials and antibody testing .. ,,""""""
299,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/loss-of-smell-may-suggest-milder-covid-19-study-finds,"Loss of smell may suggest milder COVID-19, study finds","""Loss of smell may suggest milder COVID-19, study finds""",new research suggests that loss of smell as a symptom of covid-19 may indicate a mild case of the disease. there may be an association between the loss of smell or anosmia and mild cases of covid-19. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. a new study has found that loss of smell which is a re. ,new research has found a link between the loss of smell anosmia and milder cases of covid-19 the disease that the new coronavirus causes .. ,,""""""
300,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19-global-impact-how-the-coronavirus-is-affecting-the-world,COVID-19 global impact: How the coronavirus is affecting the,"""What is the global impact of the new coronavirus pandemic?""",in this special feature we look at how the pandemic and the measures taken to curb it have impacted communities all over the world. to this end we have spoken to people from many different countries and asked them about their own experiences. at the moment many countries have taken measures some of them stringent to slow down the spread of sars cov-2 the virus that causes covid-19. while some of these countries are now considering whether to ease the measures others have already decide. ,in this special feature we look at how the covid-19 has affected countries all over the world and impacted the lives and well being of individuals .. ,,""""""
301,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/how-to-disinfect-clothes,How to disinfect clothes: Tips for coronavirus (COVID-19,"""How to disinfect clothes: Tips for coronavirus (COVID-19) prevention""",keep reading to learn more about why disinfection is an important safety measure. we also provide guidance on laundering clothing. stay informed with live updates on the current covid-19 outbreak and visit our coronavirus hub for more advice on prevention and treatment. although it is still unclear how long sars cov-2 can survive on clothing experts recommend caution when laundering clothes and other textiles. taking extra care is especially important for those living with someone who has a s. ,in the ongoing covid-19 pandemic health organizations around the globe continue to highlight the importance of disinfecting everyday items such as clothes .. ,,"""how to disinfect clothes"""
302,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/are-blood-clots-to-blame-for-covid-19-deaths,Are blood clots to blame for COVID-19 deaths?,"""Are blood clots to blame for COVID-19 deaths?""",several research teams writing in the journal radiology suggest that blood clots play a significant role in why some people become seriously sick with covid-19. blood clots may lead to serious complications in some people with severe covid-19. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. the death tol. ,a series of recently published articles highlight that blood clots are common among people with severe covid-19 and can lead to life threatening illness .. ,,""""""
303,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/new-coronavirus-targets-cells-in-the-nose-lungs-and-gut,"New coronavirus targets cells in the nose, lungs, and gut","""New coronavirus targets cells in the nose, lungs, and gut""",all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. a new study by researchers from the massachusetts institute of technology mit and harvard university both in cambridge ma alongside colleagues from other institutions may have pinpointed the cells that sars cov-2 primarily targets in the human body. ,a new study from mit and harvard may have pinpointed the specific cells in the nasal passages lungs and small intestine that the new coronavirus targets .. ,,""""""
304,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19-hand-sanitizers-inactivate-novel-coronavirus-study-finds,"COVID-19: Hand sanitizers inactivate novel coronavirus, study","""COVID-19: Hand sanitizers inactivate novel coronavirus, study finds""",all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. the results of the new tests have been published as a preprint in the journal emerging infectious diseases. in the absence of a vaccine or effective antiviral drugs hand hygiene is a mainstay of efforts to prevent the spread of severe acute respiratory s. ,new research confirms that two hand sanitizer formulations recommended by the world health organization are effective against sars cov-2 .. ,,""""""
305,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/could-an-antiparasitic-drug-kill-off-sars-cov-2-within-2-days,Could an antiparasitic drug kill off SARS-CoV-2 within 2 days?,"""Could an antiparasitic drug kill off SARS-CoV-2 within 2 days?""",a new study in cell cultures suggests that ivermectin an existing antiparasitic drug is able to eliminate sars cov-2 within 48 hours. however whether this approach is safe and effective in human beings remains to be seen. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. as the race toward an efficien. ,according to a new study in vitro the antiparasitic drug ivermectin may be able to fight sars cov-2. in cell cultures it cleared the virus in 48 hours. ,,""""""
306,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19-may-be-here-to-stay,SARS-CoV-2 may be here to stay,"""SARS-CoV-2 may be here to stay""",projections by specialists suggest that periodical physical distancing measures may become a necessity if the new coronavirus becomes a seasonal occurrence. sars cov-2 may become endemic and we may experience seasonal surges in infections. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. a new study from. ,new projections suggest that there may be periodical resurgences of sars cov-2 from here on requiring intermittent physical distancing measures .. ,,""""""
307,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/new-drug-candidate-against-the-novel-coronavirus,New drug candidate against the novel coronavirus,"""New drug candidate against the novel coronavirus""",a team of scientists from china has found a new candidate drug against the novel coronavirus sars cov-2 which works by inhibiting a key part of the viruss machinery. a team of scientists has identified a compound that might help treat covid-19. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. much of t. ,researchers have identified a compound that they hope might help treat covid-19. the compound targets enzymes essential for the survival of the virus. ,,""""""
308,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/discussing-covid-19-and-hypertension,Discussing COVID-19 and hypertension,"""Discussing COVID-19 and hypertension""",hypertension or high blood pressure is highly prevalent in the united states and beyond. as the covid-19 pandemic continues researchers are keen to understand whether hypertension or the drugs that treat it might interact with the virus. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. to date the nov. ,a recent commentary on covid-19 and hypertension concludes that there is no evidence that hypertension or the drugs that people take to treat it increase risk .. ,,""""""
309,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/severe-covid-19-study-investigates-a-possible-underlying-mechanism,Severe COVID-19: Study investigates a possible underlying,"""Severe COVID-19: Study investigates a possible underlying mechanism""",all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. in a new study researchers from the university of michigan in ann arbor northwell health in new york city and cold spring harbor laboratory also in new york ny have made a discovery that could help advance scientists knowledge about how covid-19 pro. ,a new study has found a possible link between increased levels of a specific extracellular formation in the blood and the severity of covid-19 .. ,,""""""
310,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/comparing-covid-19-with-previous-pandemics,COVID-19 vs. previous pandemics,"""COVID-19 vs. previous pandemics""",in this article we take a look back at some of the other pandemics that humans have endured. specifically we investigate cholera the black death and the spanish flu among others. we will note any similarities and take lessons where we can. although covid-19 is like nothing most of us have ever experienced before pandemics are nothing new. pandemics have played a role in shaping human history throughout the ages. few people reading this today will remember outbreaks on this scale but histo. ,this article looks back on previous pandemics discussing similarities with covid-19 and potential insights they can offer on how to handle this outbreak .. ,,""""""
311,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/what-to-do-if-you-start-to-feel-covid-symptoms,What to do if you start to feel COVID-19 symptoms,"""What to do if you start to feel COVID-19 symptoms""",the sars cov-2 virus causes covid-19. this disease primarily causes symptoms that affect the lungs and airways. the symptoms of covid-19 may resemble those of the common cold or flu. at the moment people who experience such symptoms should act as if they have covid-19. they will need to take specific steps to monitor their health and prevent spreading sars cov-2 to others. this article discusses what a person should do if they develop symptoms of covid-19. stay informed with live updates on the. ,covid-19 is the disease that the highly contagious sars cov-2 causes. learn more here about what to do if a person starts experiencing symptoms. ,,"""what to do if you start to feel covid symptoms"""
312,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/faulty-blood-clotting-mechanism-may-explain-covid-19-severity,Faulty blood clotting mechanism may explain COVID-19 severity,"""Faulty blood clotting mechanism may explain COVID-19 severity""",one of the things we know about covid-19 so far is that people who already have certain conditions are more likely to have a severe form of the disease. new research helps to explain why and points to an impaired blood clotting system. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. the conditions that. ,an impaired blood clotting system may explain why some people with underlying conditions experience excessive bleeding and worse outcomes in covid-19 .. ,,""""""
313,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/how-covid-19-affects-womens-sexual-and-reproductive-health,COVID-19: How does it affect women's sexual and,"""COVID-19: How does it affect women’s sexual and reproductive health?""",in a previous special feature we covered the role of biological sex differences in the spread of the new coronavirus. here we look at how the pandemic is affecting womens sexual and reproductive health in the united states and across the world. an obstetrician gynecologist wears protective gear as she consults with her patient at the rsia tambak hospital in jakarta indonesia on april 22 2020. image credit adek berry afp via getty images all data and statistics are based on publicly avail. ,from birth control accessibility to abortion rights we take a look at some of the ways in which the current pandemic has affected women .. ,,""""""
314,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/lupus-and-covid-19,Coronavirus (COVID-19) and lupus: Risks and precautions,"""Coronavirus (COVID-19) and lupus: Risks and precautions""",this article was updated to include information about home testing kits on april 27 2020. lupus is a chronic autoimmune condition in which the immune system attacks its own tissues. people with lupus are at higher risk of infections and those with lupus who develop covid-19 may be at higher risk of developing severe symptoms. some treatments for lupus may also increase the risk of infections or severe complications from infections. prevention is one of the most important tools against covid-19. ,how might covid-19 affect a person with lupus. in this article learn about what the current research says the risks and some precautions to take. ,,"""lupus and COVID-19"""
315,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/could-dogs-help-detect-covid-19,Could dogs help detect COVID-19?,"""Could dogs help detect COVID-19?""",all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. late last month a team of researchers from the london school of hygiene tropical medicine lshtm the registered charity medical detection dogs and durham university all in the u.k. announced an intriguing new initiative. the team wants to explore. ,researchers from the united kingdom believe that specially trained medical detection dogs could help identify covid-19 in those affected by sars cov-2 .. ,,""""""
316,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/crohns-and-covid-19,"Crohn's and COVID-19: Risks, prevention, and treatment","""Crohn's and COVID-19: Risks, prevention, and treatment""",covid-19 is the illness that the new coronavirus sars cov-2 causes. the virus primarily spreads through contact with infected people or surfaces. crohns disease is an inflammatory bowel disease ibd that causes mainly digestive symptoms. the two conditions are unrelated but people with crohns disease should be aware of certain factors regarding covid-19. a persons general health may play a role in their risk for covid-19. additionally some treatment options such as immunosuppressants m. ,people with crohn 's are not generally at increased risk of covid-19 infection but certain crohn 's medications can suppress the immune system. learn more here. ,,"""Crohns and COVID-19"""
317,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/rheumatoid-arthritis-and-covid-19,COVID-19 and rheumatoid arthritis: Risks and precautions,"""COVID-19 and rheumatoid arthritis: Risks and precautions""",people with autoimmune disorders such as rheumatoid arthritis ra may be more likely to experience infections. therefore those with ra who develop covid-19 may be at higher risk for developing severe symptoms and additional complications. treatment options for ra may also affect the immune system increasing the risk further. however in most cases doctors do not recommend abruptly stopping any treatments for ra as this may lead to a flare. the best way to reduce the risk of developing cov. ,how does covid-19 affect people with rheumatoid arthritis. this article looks at the current research the risks and the precautions a person should take. ,,"""rheumatoid arthritis and covid 19"""
318,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/322350,"Viral pneumonia: Symptoms, causes, and treatment","""Viral pneumonia: Symptoms, causes, and treatment""",viral pneumonia is pneumonia that develops as a result of a viral infection in the lungs. the symptoms of viral pneumonia are often similar to those of bacterial pneumonia but depending on the virus responsible there may be a few additional symptoms. a wide range of viruses can cause viral pneumonia including influenza and coronaviruses such as sars cov-2 which causes covid-19. viral pneumonia is often mild but in rare cases it can be life threatening. read on to learn more about the sym. ,viral pneumonia is pneumonia that results from a viral lung infection. many viruses can cause pneumonia. learn about its causes symptoms and treatments here. ,,"""viral pneumonia"""
319,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19-and-copd,COVID-19 and COPD: Risks and precautions,"""COVID-19 and COPD: Risks and precautions""",the sars cov-2 virus causes the illness covid-19 which may lead to mild to severe respiratory problems. these symptoms may mean people with chronic obstructive pulmonary disease copd have a higher risk of more severe illness from covid-19 due to their existing lung problems. in this article we look at how covid-19 may affect people with copd symptoms to look for and extra precautions people with copd can take. stay informed with live updates on the current covid-19 outbreak and visit our c. ,people with copd may experience more severe symptoms of the new coronavirus. learn about the risks and precautions a person with copd should take here. ,,"""COVID-19 and COPD"""
320,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/more-children-than-we-thought-affected-by-sars-cov-2-scientists-warn,SARS-CoV-2 may affect more children than scientists initially thought,"""More children than we thought affected by SARS-CoV-2, scientists warn""",researchers have estimated that the number of children in the united states who spent time in a hospital with covid-19 is likely higher than officials had previously thought. and the projected numbers of severe cases in children may overtax the health system they warn. new research suggests that the new coronavirus has affected a higher number of children than researchers initially thought. according to a study paper newly published in the journal of public health management practice officia. ,"researchers estimate that over 176,000 children in the u.s. may have contracted sars cov-2 already and fear that the health system may be unable to cope. ",,""""""
321,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/ct-use-in-covid-19-diagnosis,CT use in COVID-19 diagnosis,"""CT use in COVID-19 diagnosis""",in addition to rt pcr testing some experts argue that ct scans can diagnose covid-19. others disagree. medical news today spoke to two doctors who present their opposing viewpoints. are ct scans a viable diagnostic tool for covid-19. two experts tell us about the pros and cons. as the covid-19 pandemic continues to claim lives across the globe early diagnosis of people with sars cov-2 is essential. once a person has received a diagnosis limiting their physical contact with others is one way t. ,in addition to rt pcr testing some experts argue that ct scans can be used to diagnose covid-19. others disagree. read two opposing viewpoints here. ,,""""""
322,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/six-new-coronaviruses,Bat survey identifies six new coronaviruses,"""Bat survey identifies six new coronaviruses""",wild bats are generally beneficial for people living in many areas around the world. they pollinate crops control pest insects and produce guano which farmers collect from caves to use as fertilizer. many experts think that these mammals were the original hosts of several viruses that pose a significant threat to human health. these include the coronaviruses that caused the outbreak of severe acute respiratory syndrome sars in 2002 2003 middle east respiratory syndrome mers in 2012 an. ,plos one recently published the results of an ecological survey carried out in myanmar. the researchers identified six new coronaviruses in bats. ,,""""""
323,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/who-is-really-on-the-front-line-of-the-covid-19-pandemic,Who is really on the front line of the COVID-19 pandemic?,"""Who is really on the front line of the COVID-19 pandemic?""",i m not on the front line. rather as a physician assistant]-intensivist who never leaves the icu i m the last line of defense. i m part of a team that deals with the sickest patients in the hospital. my patients need invasive machines and potent medications to maintain proper oxygen levels in their blood to stay alive. some develop multisystem organ failure and require machines to not only take control of their breathing but also of their cardiac or kidney function. these people require th. ,kyle briggs is a physician assistant in the us. here he talks about being in a team dealing with the sickest patients in the hospital and he has a powerful message for us all. ,,""""""
324,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/air-pollution-may-affect-the-lethality-of-covid-19,Air pollution may affect the lethality of COVID-19,"""Air pollution may affect the lethality of COVID-19""",new research suggests that air pollution may have an effect on the number of people who die from covid-19. scientists have found a link between the lethality of covid-19 and air pollution. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. a team of researchers from aarhus university in denmark and the univ. ,environmental pollution may influence how deadly the respiratory condition covid-19 is according to new research led by italian based scientists .. ,,""""""
325,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/is-the-flu-contagious,Is the flu contagious?,"""Is the flu contagious?""",the flu is contagious. people who catch the flu can transmit the virus to another person even before symptoms appear. a person can still be contagious up to 1 week after their symptoms appear. some people may continue to transmit the virus even after 7 days. keep reading to learn more about how the flu spreads and how people can limit its transmission. we also discuss treatment options and when to see a doctor. a person may transmit the flu virus through droplets when they sneeze. the flu is a. ,the flu is contagious. people who catch the flu can transmit the virus to another person even before symptoms appear. learn more here. ,,"""is the flu contagious"""
326,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/252684,"Echinacea: Benefits, uses, side effects, and effectiveness","""Echinacea: Benefits, uses, side effects, and effectiveness""",echinacea is a genus of flowering plants in the daisy family and a common ingredient in cold remedies. promoters of echinacea believe that the supplement boosts the immune system and can reduce symptoms of infections and other illnesses including the common cold. however researchers have yet to confirm that it provides these benefits. below we look at the potential uses of echinacea and what the scientific evidence has to say. the antimicrobial and antiviral properties of echinacea ma. ,some people believe that echinacea reduces the impact of illnesses including the common cold. here learn what the scientific evidence has to say. ,,""""""
