,claim,claim_veracity
2164,Influenza Vaccination May Provide Roadmap to Prevent COVID-19 in CV Disease Patients,1
2165,Medicine for Multiple Sclerosis Patients Inhibits Coronavirus -- At Least in a Test Tube,1
2166,"Nitric Oxide a Possible Treatment for COVID-19, Study Finds",1
2167,Users of Blood Pressure Medicine Have a Lower Risk of Dying from Influenza and Pneumonia,1
2168,"Face Masks Unlikely to Cause Over-Exposure to Carbon Dioxide, Even in Patients With Lung Disease, Study Finds",1
2169,People With Parkinson's Disease Have a Higher Risk of Dying from COVID-19,1
2170,"AI Can Detect COVID-19 in the Lungs Like a Virtual Physician, New Study Shows",1
2171,"In Deadly COVID-19 Lung Inflammation, Discover a Culprit in NFkB Pathway",1
2172,COVID-19: Saliva Tests Could Detect Silent Carriers,1
2173,"One in Three Parents Plan to Skip Flu Shots for Their Kids During COVID-19 Pandemic, Poll Finds",1
2174,"How Do Americans View the Virus? Anthropology Professor Examines Attitudes, Perceptions of COVID-19",1
2175,Ultrapotent Antibody Mix Blocks COVID-19 Virus Attachment,1
2176,New Mechanism of Action Against SARS-CoV-2 by Antiviral Drug Remdesivir,1
2177,"A Cheaper, Faster COVID-19 Test",1
2178,Neurological Consequences of COVID-19: The 'Silent Wave',1
2179,"Most Infants Are Well Even When Moms Are Infected by COVID-19, Researchers Find",1
2180,Evaporation Critical to Coronavirus Transmission as Weather Changes,1
2181,Researchers Find Diminished Response by 'Killer' T Cells in Elderly COVID-19 Patients,1
2182,New Study Reveals Why Flu Can Be Devastating for Pregnant Women,1
2183,"After Developing CRISPR Test, Researchers Validate Clinical Feasibility for COVID-19 Testing",1
2184,Rapid 90-Minute COVID-19 Test Shown to Be Highly Accurate,1
2185,Social Distancing and Microbial Health,1
2186,Stroke Scans Could Reveal COVID-19 Infection,1
2187,Scientists Uncover the Structural Mechanism of Coronavirus Receptor Binding,1
2188,Lessons from Coronavirus Surveillance Testing in Seattle-Area Homeless Shelters,1
2189,Tiny Antibody Component Highly Effective Against SARS-COV-2 in Animal Studies,1
2190,"Antibody Test Developed for COVID-19 That Is Sensitive, Specific and Scalable",1
2191,Researchers Publish Striking Images of SARS-CoV-2 Infected Cells,1
2192,"Seven in 10 Americans Willing to Get COVID-19 Vaccine, Survey Finds",1
2193,"Researchers Draw More Links Between Vaping, Smoking, Young People, and Coronavirus",1
2194,Metabolite Signature of COVID-19 Reveals Multi-Organ Effects,1
2195,Delayed Immune Responses May Drive COVID-19 Mortality Rates Among Men and the Elderly,1
2196,COVID-19 Patients Suffer Long-Term Lung and Heart Damage but It Can Improve With Time,1
2197,Obesity May Alter Immune System Response to COVID-19,1
2198,Children Can Have COVID-19 Antibodies and Virus in Their System Simultaneously,1
2199,"Retest for COVID-19 4-Plus Weeks After Symptoms First Appear to Curb Infection Risk, Say Researchers",1
2200,Researchers Identify Proteins That Prevent COVID-19 Transmission Through the Placenta,1
2201,"Virus in the Blood Can Predict Severe COVID-19, Researchers Find",1
2202,NIH scientists discover key pathway in lysosomes that coronaviruses use to exit cells,1
2203,NIH begins large clinical trial to test immune modulators for treatment of COVID-19,1
2204,NIH study aims to identify promising COVID-19 treatments for larger clinical trials,1
2205,NIH clinical trial testing hyperimmune intravenous immunoglobulin plus remdesivir to treat COVID-19 Begins,1
2206,"NIH to launch the Serological Sciences Network for COVID-19, announce grant and contract awardees",1
2207,NIH RADx initiative advances six new COVID-19 testing technologies,1
2208,NIH to assess and expand COVID-19 testing for underserved communities,1
2209,Investigational COVID-19 vaccine well-tolerated and generates immune response in older adults,1
2210,Scientists discover genetic and immunologic underpinnings of some cases of severe COVID-19,1
2211,Fourth large-scale COVID-19 vaccine trial begins in the United States,1
2212,NIH expands clinical trials to test convalescent plasma against COVID-19,1
2213,NIH funds community engagement research efforts in areas hardest hit by COVID-19,1
2214,NIH awards contracts to develop innovative digital health technologies for COVID-19,1
2215,Substance use disorders linked to COVID-19 susceptibility,1
2216,NIH ACTIV initiative launches adaptive clinical trials of blood-clotting treatments for COVID-19,1
2217,NIH continues to boost national COVID-19 testing capacity,1
2218,NIH-supported study to track prevalence and impact of SARS-CoV-2 among pregnant women in low- and middle-income countries,1
2219,What are the long-term effects of coronavirus (COVID-19)?,1
2220,Why is it called coronavirus? What the names mean,1
2221,Can you have coronavirus (COVID-19) without a fever?,1
2222,"Types of coronavirus, their symptoms, and treatment",1
2223,"How long does coronavirus last in the body, the air, and in food?",1
2224,Coronavirus (COVID-19) test results: How long do they take?,1
2225,10 new COVID-19 myths: Expert opinion,1
2226,Coronavirus (COVID-19) test cost: Different options,1
2227,"COVID-19 will eventually become seasonal, researchers predict",1
2228,Hopeful COVID-19 research: Promising results for prevention,1
2229,Novel coronavirus: What we know so far,1
2230,COVID-19: Antibody fragment could prevent infection,1
2231,COVID-19: Pain-numbing effect of virus may boost its spread,1
2232,Can coronavirus cause diarrhea?,1
2233,Coronavirus vs. allergies: What to know,1
2234,Could a common antioxidant enzyme help treat COVID-19?,1
2235,Winter flu-like illnesses could have been COVID-19,1
2236,Study identifies 3 existing drugs that may help treat COVID-19,1
2237,Pain medications and coronavirus (COVID-19): Do they work?,1
2238,COVID-19: Less than 10% of US population developed,1
2239,Conspiracy beliefs hamper US response to COVID-19,1
2240,1 in 3 excess deaths in the US not directly caused by COVID-19,1
2241,Alleged US case of SARS-CoV-2 reinfection raises questions,1
2242,No evidence of 'cytokine storm' in COVID-19,1
2243,Asthma may not increase the risk of severe COVID-19,1
2244,Older males recovering from COVID-19 may have best plasma,1
2245,COVID-19 vs. hay fever: Symptoms and treatment,1
2246,SARS-CoV-2 may be able infect significant number of mammals,1
2247,COVID-19: Can we tackle the root cause of inflammation?,1
2248,How does risk vary for Black and Asian patients with COVID-19?,1
2249,What is 'long COVID' and how does it affect those who,1
2250,"Medicare and coronavirus vaccine: Coverage, costs and more",1
2251,SARS-CoV-2 antibodies may provide immunity for at least 57,1
2252,Plasma therapy for COVID-19: Updates from Prof. Arturo,1
2253,"Medicare and coronavirus testing: Coverage, costs and more",1
2254,COVID-19: Promising results for Russian vaccine,1
2255,Coronavirus home remedies: Treatment options and when to,1
2256,Difficulties in communicating COVID-19 science made clear in,1
2257,Is higher COVID-19 mortality in Black adults linked to essential,1
2258,US election 2020: Many people concerned about COVID-19 risk,1
2259,Halloween and COVID-19: A safety guide,1
2260,Does Medicare cover coronavirus antibody test costs? Advice,1
2261,Long COVID: Specialists lay groundwork for diagnosis and,1
2262,US cases of depression have tripled during the COVID-19,1
2263,United Kingdom: Excess cardiovascular deaths during ,1
2264,Pandemic measures had a strong impact on mental and ,1
2265,What the COVID-19 pandemic and the 1918 flu pandemic ,1
2266,Burning sensation in lungs: Causes and treatments,1
2267,Addressing COVID-19 and incarceration,1
2268,Homemade masks: Study tests various fabrics,1
2269,The Recovery Room: News beyond the pandemic,1
2270,The Recovery Room: News beyond the pandemic,1
2271,Face masks have negligible negative effect on CO2 and O2 ,1
2272,"Anxiety symptoms increased during the pandemic, Google ",1
2273,Republican governors took longer in making masks a ,1
2274,People with eating disorders negatively affected by lockdown,1
2275,The Recovery Room: News beyond the pandemic,1
2276,How to stay safe while voting during a pandemic,1
2277,Expert Alert: Accelerated breast cancer treatments at Mayo Clinic provide more options for patients during pandemic,1
2278,"Analyzing web searches can help experts predict, respond to COVID-19 hot spots",1
2279,"Mayo Clinics COVID-19 tracking tool provides latest local data, expert guidance",1
2280,Cleveland Clinic and Astrotech Subsidiary Partner to Develop a Rapid COVID-19 Breath Test,1
2281,Leading the Way in Innovative Research for COVID-19 Patients,1
2282,Parade/Cleveland Clinic Survey Shows Americans Embracing Healthy Lifestyle Changes Amid COVID-19 Pandemic,1
2283,Cleveland Clinic Coping with COVID Survey Illustrates the Mental and Physical Toll the Pandemic is Taking on Men,1
2284,James Bond Actor Sean Connery Dies at Age 90,1
2285,Superspreaders Spur Record New U.S. COVID Cases,1
2286,Antibodies Attack the Body In Some COVID Cases,1
2287,"COVID-19 Infection Fatality Ratio is About 1.15%,",1
2288,Regeneron Says Its Treatments Lower Medical Visits,1
2289,Shipping Container of Medical Gloves Stolen in FL,1
2290,Grocery Workers at Risk for COVID Without Symptoms,1
2291,Lies Spread on Social Media Hamper Vaccinations,1
2292,U.S. Cases Spike as COVID Kills Every 107 Seconds,1
2293,1 in 3 U.S. Seniors Prescribed Inappropriate Drugs,1
2294,"For Some, Postpartum Depression Lingers for Years",1
2295,The Pandemic Diet: How to Lose the Quarantine 15,1
2296,More Wearing Masks But Ignoring Other Precautions,1
2297,Study Shows COVID-19 May Cause Brain Aging,1
2298,Imaging Shows the Brain Drives Political Divides,1
2299,"Early Vaccines Will Prevent Symptoms, Not Virus",1
2300,Pfizer CEO Rules Out Vaccine Before Election Day,1
2301,A Closer Look at Joe Biden's Health,1
2302,Dodgers Justin Turner Pulled After Positive Test,1
2303,Lilly Ends Antibody Trial in Severe COVID Patients,1
2304,Chrissy Teigen Shares Moving Story of Pregnancy Loss,1
2305,We Asked Five Experts for COVID Thanksgiving Advice,1
2306,Manage Risk to Stay Safe for COVID Thanksgiving,1
2307,"COVID-19 Antibodies Decline Over Time, Study Shows",1
2308,COVID-19 Cases Increased 14% Recently in Kids,1
2309,Task Force: Screen for Colon Cancer at Age 45,1
2310,Patients With Worst COVID May Be Key Plasma Donors,1
2311,"Spouses Share a Lot, Including Heart Health: Study",1
2312,"Jamie Foxx's Sister, DeOndra Dixon, Dies at 36",1
2313,France Faces Lock Down as COVID Surges in Europe,1
2314,CDC Warns of Listeria Outbreak,1
2315,Loss of Smell More Common in COVID-19 Than Thought,1
2316,Psoriasis Meds Don't Raise Risk of Severe COVID-19,1
2317,Diet Drinks Don't Do Your Heart Any Favors,1
2318,Study: COVID-19 Antibodies Decline Over Time,1
2319,WH Chief of Staff: US Wont Control the Pandemic,1
2320,"AstraZeneca, J & J Resume Vaccine Trials",1
2321,Delta Adds 100s to No-Fly List for Mask Refusal,1
2322,Colleges Testing Wastewater to Find COVID Early,1
2323,Couple Marry Outside Moms Nursing Home Window,1
2324,Miracle Baby Born at 1 Pound Goes Home Healthy,1
2325,Advocates Welcome Down Syndrome Guidance for Adults,1
2326,Down Syndrome Increases COVID Death Risk 10 Fold,1
2327,Several Aides to VP Pence Test Positive,1
2328,CDC Issues Updated Guidelines for Voting Safety,1
2329,CDC Will Monitor COVID-19 Vaccine Recipients,1
2330,COVID Syndrome Seen in Kids Also Strikes Adults,1
2331,Pfizer Begins COVID-19 Vaccine Trial in Teens,1
2332,"States, U.S. Hit Set New Records for COVID Cases",1
2333,Fauci Says Nationwide Face Mask Rule May Be Needed,1
2334,Moderna Might Seek Government OK for Vaccine in December,1
2335,Santa Wont Visit Macys This Christmas Season,1
2336,COVID Vaccine Standards Questioned at FDA Meeting,1
2337,Poverty May Up Black Children's Health Risks Early,1
2338,Searching for Clues to COVID-19 Immunity,1
2339,Most Americans Want to End Seasonal Time Changes,1
2340,"Trump, Biden Battle Over COVID, ACA in Last Debate",1
2341,Boston Public Schools Back to All-Remote Learning,1
2342,"Missouri Family Reports 8 COVID-19 Cases, 3 Deaths",1
2343,Two Studies Show Drop In COVID-19 Death Rates,1
2344,Volunteer in Brazilian COVID Vaccine Trial Dies,1
2345,Masks Block Virus Particles but Not Entirely,1
2346,Florida Will Investigate All COVID-19 Deaths,1
2347,FDA Approves Remdesivir to Treat COVID-19,1
2348,Who's At Risk For 'Long COVID?',1
2349,"Coffee, Green Tea May Help Against Type 2 Diabetes",1
2350,"Mask Use by Americans Now Tops 90%, Poll Finds",1
2351,"Fauci: Masks, Social Distancing Likely Until 2022",1
2352,Dating During the Pandemic: Online and Restless,1
2353,Hispanic Women More Prone to COVID in Pregnancy,1
2354,Half of Americans Know Someone Impacted by COVID,1
2355,Could Mom's Thyroid Levels Influence ADHD in Kids?,1
2356,Cells That Drive Diabetes Seen in Healthy People,1
2357,15 Total Minutes of Contact May Increase COVID Risk,1
2358,Purdue to Plead Guilty to Opioid-Related Crimes,1
2359,Scientists Discover New Organs in the Throat,1
2360,One Big Reason Women May Be Less Prone to COVID-19,1
2361,Oscar Winner Jeff Bridges Says He Has Lymphoma,1
2362,CDC Recommends Barring Travelers Without Masks,1
2363,Ireland Announces 6-Week Lockdown Restrictions,1
2364,Melania Trump Cancels Campaign Rally Appearance,1
2365,Trump Adviser Draws Fire For Facial Covering Tweet,1
2366,Pandemic Fears Tied to California Gun Sale Surge,1
2367,UK Begins Controversial Coronavirus Challenge Trial,1
2368,Face Masks and Foggy Glasses: A COVID Consequence,1
2369,Most U.S. Women Under 50 Use Contraception: Report,1
2370,What Will Convince People to Get a COVID Vaccine?,1
2371,"CVS Hiring 15,000 Workers for COVID-19, Flu Season",1
2372,All Residents at Kansas Nursing Home Have COVID-19,1
2373,Curbing COVID Had Benefit for Asthma Patients,1
2374,"Rapid Test Results May Go Unreported, Officials Say",1
2375,Walmart Announces Black Friday Changes for COVID,1
2376,Fauci Not Surprised Trump Got COVID-19,1
2377,NYC Schools Report Low COVID-19 Numbers,1
2378,Microplastics Seeping Out of Baby Bottles: Study,1
2379,More Women Trying Pot to Manage Menopause,1
2380,Expert: Darkest Weeks of Pandemic Are Yet to Come,1
2381,States Get Ready for Complex COVID Vaccine Plans,1
2382,Big Babies May Face Higher Lifelong A-Fib Risk,1
2383,New Rheumatoid Arthritis Drug May Help Tough Cases,1
2384,Oxford University Develops 5-Minute COVID-19 Test,1
2385,Recovered COVID Patients Antibodies Fade Quickly,1
2386,COVID-19 Deaths Could Increase 80% by February,1
2387,Study: Remdesivir Does Not Reduce COVID Mortality,1
2388,Four U.S. Counties Remain COVID-free,1
2389,FDA Warns of Painkiller Risk During Pregnancy,1
2390,Patients Getting Surprise Bills After Colonoscopies,1
2391,No Pfizer Coronavirus Vaccine Before Election,1
2392,Long COVID 'May Be Four Syndromes',1
2393,Fauci: We Need a Uniform Approach,1
2394,Heart Defects Don't Increase Risk of Severe COVID,1
2395,Chinese COVID Vaccine Shows Promise in Early Trial,1
2396,Europe Passes U.S. in New COVID-19 Cases,1
2397,"COVID-19 Doesnt Seem Seasonal, Study Says",1
2398,Small Household Gatherings Driving COVID Increase,1
2399,20% Rise In Death Rate Mostly Because of Pandemic,1
2400,Sudden Hearing Loss Linked to COVID-19,1
2401,Widespread COVID Vaccine Could Be Ready by April,1
2402,Overdose Deaths Spiked In Early Days of Pandemic,1
2403,Young Women at Higher Risk from Heart Attacks,1
2404,Scientists Slam White House for Herd Immunity Claim,1
2405,Aides' COVID Cases Halt Kamala Harris' Travel,1
2406,Pandemic Impact: The News You Watch Might Matter,1
2407,Low Brain Blood Flow May Spur Alzheimer's Hallmark,1
2408,Is Apathy an Early Sign of Dementia?,1
2409,"Barron Trump Had COVID-19, Melania Trump Says",1
2410,Dutch Woman First to Die After COVID-19 Reinfection,1
2411,A-Fib Treatment Reduces Patients' Dementia Risk,1
2412,Blood Type May Predict Your Risk For Severe COVID,1
2413,Cottonelle Wipes Recalled Over Bacteria Concerns,1
2414,Spices Recalled Over Salmonella Fears,1
2415,Curbing Some TV Ads Might Reduce Childhood Obesity,1
2416,Hard to Change Minds of 'Vaccine-Hesitant' Parents,1
2417,Vacationing Teen Spreads COVID-19 to 11 Relatives,1
2418,Pfizer to Test COVID Vaccine in Kids,1
2419,"President Tests Negative ""On Consecutive Days""",1
2420,"U.S. Still in First Wave, Third COVID Surge Starts",1
2421,Cancer Screening Delays May Cause Spike in Deaths,1
2422,Fauci Comments In Trump Ad Taken Out of Context,1
2423,Black Doctors Aim to Make COVID Testing Equitable,1
2424,Many Seniors With Heart Failure Take 10-plus Meds,1
2425,NC Teacher Dies From COVID-19 Complications,1
2426,Long-Lasting Immunity Follows Serious COVID Cases,1
2427,What Happened Other Times a Vaccine Was Rushed?,1
2428,Two Major COVID Trials Paused for Safety Issues,1
2429,"Severe COVID More Likely in Black, Asian Patients",1
2430,Pew: COVID Sends Majority of Young Adults Back Home,1
2431,Neck Gaiters May Protect Against COVID-19 Spread,1
2432,Hundreds Gather on White House Lawn to Hear Trump,1
2433,CEO Says Regeneron Must Ration COVID-19 Treatment,1
2434,First Confirmed U.S. Cases of COVID Reinfections,1
2435,Coronavirus Survives on Surfaces for Weeks: Study,1
2436,Recall Widens for Diabetes Drug Metformin,1
2437,COVID Biggest Cause of Police Deaths This Year,1
2438,CDC: Young White Men Least Likely to Wash Hands,1
2439,"233,000 U.S. COVID-19 Deaths Forecasted by Oct. 31",1
2440,"Trump No Longer Infectious, His Doctor Says",1
2441,Faucis Daughters Wont Visit for Thanksgiving,1
2442,Coronavirus Can Survive on Skin 9 Hours,1
2443,"Trump to Resume Public Events, Despite Concerns",1
2444,New Coronavirus Can Infect Your Eyes as Well,1
2445,World Food Program Wins Nobel Peace Prize,1
2446,'Love Hormone' Could Hold Key to Treating COVID,1
2447,Election Stress Getting to You? You're Not Alone,1
2448,"Pence, Harris Address COVID, Health Care, Abortion",1
2449,Trump Touts Unproven Therapy as COVID 'Cure',1
2450,Pences Red Eye Raises COVID Concerns,1
2451,Trumps COVID-19 Social Media Posts Flagged,1
2452,FDA Publishes Vaccine Rules Opposed by White House,1
2453,CDC Says Wearing Masks and Closing Bars Works,1
2454,"Pence Should Quarantine, Not Debate, Expert Says",1
2455,Dozens of Mammals at Risk of COVID Infection,1
2456,Doctor: Trump Symptom-Free for 24 Hours,1
2457,Eddie Van Halen Dies of Cancer at 65,1
2458,FDA Chief Says Panel Must Review COVID Vaccine,1
2459,White House Blocking New Vaccine Guidelines,1
2460,Trump Could Suffer Reversal in COVID Treatment,1
2461,'Anti-Vaxx' Movement Shifts Focus to Civil Liberties,1
2462,"For Black Americans, Resilience Key to Heart Health",1
2463,Risk of Severe COVID May Hinge on Type of Asthma,1
2464,Expert: White House a Super Spreader Site,1
2465,Antibiotics May Be Best First for Appendicitis,1
2466,"Pot Users Need More Anesthesia, Painkillers: Study",1
2467,Voting During COVID Pandemic: How to Do It Safely,1
2468,Paris Closes Bars for Two Weeks After Cases Spike,1
2469,"Cantaloupes, Cut Fruit Recalled From Major Stores",1
2470,"Computer Predicts 2,900 US Deaths Daily By Dec. 30",1
2471,Wearing a Mask Doesn't Cause CO2 Poisoning,1
2472,COVID-19 ICU Patients Have High Risk of Clots,1
2473,Why is Trump Taking Dexamethasone and Does It Work?,1
2474,80% of COVID Patients Have Neurological Symptoms,1
2475,Daily COVID-19 Cases in U.S. Highest in Months,1
2476,COVID-Linked Syndrome Seen in Kids Found in Adults,1
2477,NYC Wants to Reinstate Coronavirus Restrictions,1
2478,"When Loved One Is in ICU, Spouse Sees Health Risks",1
2479,Benefit of the Common Cold? It May Prevent COVID,1
2480,"Study: For Top Safety, Wash Homemade Face Masks",1
2481,Patriots Quarterback Cam Newton Tests Positive,1
2482,Three Share Nobel Prize for Hepatitis C Research,1
2483,Trump Leaves Hospital After COVID Treatment,1
2484,Why A Negative Test Doesn't Rule Out COVID,1
2485,What Trumps Symptoms Mean for COVID Course,1
2486,"Trump & COVID: Who Is Positive, Who Is Negative",1
2487,"President Trump, First Lady Test Positive for COVID",1
2488,Task of Tracing Trump's Contacts Widens,1
2489,"WebMD Poll: Health Care, Pandemic Important to Voters",1
2490,'Superspreaders' Are Driving the COVID-19 Pandemic,1
2491,MLB to Allow Some Fans at World Series,1
2492,Neanderthal Genes Could Link to Severe COVID-19,1
2493,"Irregular, Long Periods Tied to Shorter Life Span",1
2494,Immunotherapy Drug Helping Lung Cancer Patients,1
2495,Tough Menopause May Signal Future Heart Woes,1
2496,Moderna Wont Seek Vaccine Approval Before Nov. 3,1
2497,CDC Extends No Sail Order for Cruise Ships,1
2498,Race Doesn't Impact COVID Survival Rate in Hospital,1
2499,Last-Ditch Support System Is Saving COVID Patients,1
2500,Alcohol-Linked Deaths Spike in Rural America,1
2501,NFL Postpones Titans-Steelers Game Due to COVID-19,1
2502,New COVID-19 Cases Spike Again in Florida,1
2503,Risky Ink: Tattoos May Lead to Body's Overheating,1
2504,"Bald to Bold, Lockdown Locks Embrace All Styles",1
2505,"Trump, Biden Face Off in Chaotic First Debate",1
2506,Positive Coronavirus Tests Shut Down Two NFL Teams,1
2507,NYC Will Fine People Who Don't Wear Masks,1
2508,Pets Helped People Cope During Pandemic: Study,1
2509,Was FDA Lax in Approving Opioids Too Easily?,1
2510,COVID-19 Global Death Toll Passes 1 Million Mark,1
2511,Fauci Says U.S. 'Not in a Good Place' With COVID,1
2512,Sharks Could Be Harvested for COVID-19 Vaccine,1
2513,COVID-19 Vaccine Trial Shows Promise for Elderly,1
2514,"Closer Look: Trump, Biden Plans on Health Care",1
2515,End Ban on Cornea Donations from Gay Men: Study,1
2516,Do Fasting Diets Work? Study Finds Little Benefit,1
2517,Pandemic Has More Americans Turning to Alcohol,1
2518,S.C. Woman Dies of COVID-19 Weeks After Daughter,1
2519,Lockdown Could Worsen Hearing Woes for Seniors,1
2520,Study Confirms Minorities at Higher Odds of COVID,1
2521,Women Get Worse Care for Heart Attack,1
2522,Antigen Tests Posing Problems for Nursing Homes,1
2523,CDC Recommends Low-Risk Thanksgiving Activities,1
2524,Most Newborns of COVID-19-Infected Moms Fare Well,1
2525,33% of Parents Won't Get Flu Shots for Their Kids,1
2526,Privacy Concerns Hindering Digital Contact Tracing,1
2527,Doctors Wary of Rushed COVID Vaccine,1
2528,Sign Language Interpreters Required at WH Briefings,1
2529,New York Plans Its Own Review of COVID Vaccines,1
2530,Florida Lifts COVID-19 Restaurant Restrictions,1
2531,Less Than 10% of Americans Have COVID Antibodies,1
2532,China Vaccinates Thousands with Unproven Doses,1
2533,Virginia Governor and Wife Test Positive for COVID,1
2534,COVID-19 Cases Going Up in Half of States,1
2535,Military Suicides Up During Pandemic,1
2536,Brain-Eating Amoeba in Texas City's Tap Water,1
2537,Trump OKs Final Plan to Import Drugs From Canada,1
2538,Could Wildfires Have Long-Term Health Effects?,1
2539,Low Vitamin D Levels Tied to Odds for Severe COVID,1
2540,"Severe COVID Clues: Autoantibodies, Gene Mutations",1
2541,FDA Authorizes Point-of-Care COVID Antibody Test,1
2542,Missouri Governor and Wife Test Positive for COVID,1
2543,Americans Have Lost $145 Million in COVID-19 Fraud,1
2544,Is Shock Therapy Returning for Bipolar Disorder?,1
2545,"Symptoms or No, COVID Patients Have Same Viral Load",1
2546,U.S. Coronavirus Cases Top 7 Million,1
2547,Accuracy of COVID-19 Antibody Tests Varies Widely,1
2548,Ingredients Make 'Smart' Supplements Not-So-Smart,1
2549,America's COVID Pandemic Is Now Skewing Younger,1
2550,"Even If Hips, Legs Slims Down, Belly Fat a Danger",1
2551,FDA Warns of Danger From 'Benadryl Challenge',1
2552,Man Dies After Eating Too Much Black Licorice,1
2553,Most N95 Masks From China Don't Meet US Standards,1
2554,No Trick: Halloween Must be Different During COVID,1
2555,Neighbors Harvest Crops After Farmers Heart Attack,1
2556,Fourth Late-Stage U.S. Vaccine Trial Starts,1
2557,Fauci Named in Time's Most Influential People List,1
2558,Children Have Better COVID Immune Response,1
2559,"After COVID, When Can Young Athletes Resume Play?",1
2560,9 in 10 Americans Not Yet Exposed to COVID,1
2561,CDC Discourages Many Halloween Activities,1
2562,Medical Schools Report Record Application Numbers,1
2563,COVID-19 May Damage Blood Marrow Immune Cells,1
2564,NIH Expands Clinical Trials on Convalescent Plasma,1
2565,Wisconsin Gov. Declares Public Health Emergency,1
2566,"Colleges Opening Fueled 3,000 COVID Cases a Day, Researchers Say",1
2567,Blood Test May Show Who Is at Risk of Severe COVID,1
2568,Diabetes Drug Metformin May Protect Aging Brains,1
2569,Prenatal Pot Use Impacts Kid's Future Mental Health,1
2570,Report: FDA to Release Tougher COVID Vaccine Rules,1
2571,Singing Without a Face Mask Can Spread COVID-19,1
2572,Resuming Sex After Heart Attack May Help Recovery,1
2573,Could Zinc Help Fight COVID-19?,1
2574,"Many Metrics to Measure COVID-19, Which Are Best?",1
2575,Report: States Need to Track COVID-19 Data Better,1
2576,Trial Holds Promise for Weekly Insulin for Type 2,1
2577,"COVID Hits Minorities Hardest in Nursing Homes, Too",1
2578,"COVID Death Toll Hits 200,000 in the U.S.",1
2579,CDC Reverses Guidance on Asymptomatic Testing,1
2580,Nearly 1/2 School Staffs Face Increased COVID Risk,1
2581,Homemade Masks Do a Great Job Blocking COVID-19,1
2582,Black Doctors' Group Creates Panel to Vet Vaccine,1
2583,CDC Says Once Again Breathing Can Spread COVID,1
2584,EPA Adds to List of Coronavirus-Fighting Cleaners,1
2585,Too Much or Too Little Sleep Bad for Your Brain,1
2586,COVID Triggers Premature Births in Infected Moms,1
2587,U.K. Tries to Avoid Another Lockdown,1
2588,Global Life Expectancy Likely to Drop Due to COVID,1
2589,Potential COVID Drug May Raise Heart Risk: Study,1
2590,Holidays Can Be a Fright for Kids With Food Allergies,1
2591,Glass-Topped Tables Injure Thousands Each Year,1
2592,Very Serious Situation Unfolding in Europe,1
2593,Early Voting Starts in States with COVID-19 Surges,1
2594,COVID Outbreak Among U of Wisconsin Football Team,1
2595,Colleges Already Canceling Spring Break,1
2596,Ruth Bader Ginsburg Dies from Pancreatic Cancer,1
2597,Many Need Follow-Up Colonoscopy and Don't Know it,1
2598,Moderna: We'll Know Soon if COVID Vaccine Works,1
2599,Experts: Crackdowns on COVID Rule Breakers Harmful,1
2600,"Sore Jaws, Cracked Teeth COVID Collateral Damage",1
2601,CDC Posted Test Guideline Without Scientific Review,1
2602,NYC Diners May get 10% 'COVID-19 Recovery Charge',1
2603,Feds Release Plan to Distribute COVID-19 Vaccine,1
2604,COVID Adds Risk for People With Addiction Disorders,1
2605,"90,000 Young U.S. Adults May Get Cancer This Year",1
2606,Another Rapid COVID-19 Test Shows Promise,1
2607,CVS Doubles Testing Sites Across Country,1
2608,TN and GA Ease COVID-19 Nursing Home Restrictions,1
2609,"Meager Meals, Dirty Rooms: Life in Quarantine U",1
2610,Coffee May Slow Spread of Colon Cancer,1
2611,COVID Prevention May Mean Record Low Flu Rates,1
2612,Colleges and Universities: The New COVID Hot Spots,1
2613,Dad Invents Candy Chute for Kids' Halloween Safety,1
2614,CDC Chief Walks Back Masks v. Vaccine Comments,1
2615,Gates Criticizes Fed Response to COVID-19 Pandemic,1
2616,Maine Wedding Linked to 7 COVID-19 Deaths,1
2617,Minorities Make Up Most Deaths Among Young People,1
2618,Smoking Ups Your Risk of a Fatal Brain Bleed,1
2619,COVID Conflicts Are Straining Relationships,1
2620,Pre-COVID Life May Not Return Until 2022,1
2621,Complaint Blasts Detention Center COVID Response,1
2622,New Apple Watch 6 Can Monitor Blood Oxygen Levels,1
2623,Frequent Worship Attendance Can Raise COVID Risk,1
2624,PAs COVID-19 Restrictions Ruled Unconstitutional,1
2625,Lack of Antigen Tests Has U.S. Blind to Pandemic,1
2626,"Big Ten Reverses Decision, Will Have 2020 Season",1
2627,Do Eyeglasses Offer Protection Against COVID-19?,1
2628,Self-Care Urged for Women Caregivers Amid Pandemic,1
2629,Black Children at Higher Odds for ADHD,1
2630,Coronavirus and Apartments: Whats the Risk?,1
2631,Blood Clotting Tied to Worse COVID-19 Outcomes,1
2632,Can a Parkinson's Drug Treat Macular Degeneration?,1
2633,"Many MS Patients Struggle With Finances, Forgo Treatments",1
2634,COVID Safety During the Upcoming Holidays,1
2635,COVID Drives Macys to Scrap Parade Crowds,1
2636,Half of Pediatricians Dismiss Anti-Vaccine Families,1
2637,Some Psoriasis Meds May Also Help Prevent Heart Disease,1
2638,Southern Hemisphere Has Fewer Flu Cases Amid COVID,1
2639,Pre-Surge Hospitalization Levels in L.A. County,1
2640,"Post COVID-19, Lung Function Improves Over Time",1
2641,Public Trust in Top Health Officials is Fading,1
2642,Even Exercise May Not Ease Pandemic-Linked Stress,1
2643,"Could COVID-19 Someday Become Seasonal, Like Flu?",1
